,id_start,id_end,distance,moto,car,rv,bus,truck,start_day,end_day,start_time,end_time
814,1001436,1001488,27.4,17.54,26.3,32.88,48.22,78.91,Monday,Friday,00:00:00,10:00:00
814,1001436,1001488,27.4,26.3,39.46,49.32,72.34,118.37,Thuesday,Saturday,10:00:00,18:00:00
814,1001436,1001488,27.4,17.54,26.3,32.88,48.22,78.91,Wednesday,Sunday,18:00:00,23:59:59
814,1001436,1001488,27.4,15.34,23.02,28.77,42.2,69.05,Saturday,Sunday,00:00:00,23:59:59
815,1001436,1004356,31.4,20.1,30.14,37.68,55.26,90.43,Monday,Friday,00:00:00,10:00:00
815,1001436,1004356,31.4,30.14,45.22,56.52,82.9,135.65,Thuesday,Saturday,10:00:00,18:00:00
815,1001436,1004356,31.4,20.1,30.14,37.68,55.26,90.43,Wednesday,Sunday,18:00:00,23:59:59
815,1001436,1004356,31.4,17.58,26.38,32.97,48.36,79.13,Saturday,Sunday,00:00:00,23:59:59
816,1001436,1004354,33.4,21.38,32.06,40.08,58.78,96.19,Monday,Friday,00:00:00,10:00:00
816,1001436,1004354,33.4,32.06,48.1,60.12,88.18,144.29,Thuesday,Saturday,10:00:00,18:00:00
816,1001436,1004354,33.4,21.38,32.06,40.08,58.78,96.19,Wednesday,Sunday,18:00:00,23:59:59
816,1001436,1004354,33.4,18.7,28.06,35.07,51.44,84.17,Saturday,Sunday,00:00:00,23:59:59
817,1001436,1004355,35.4,22.66,33.98,42.48,62.3,101.95,Monday,Friday,00:00:00,10:00:00
817,1001436,1004355,35.4,33.98,50.98,63.72,93.46,152.93,Thuesday,Saturday,10:00:00,18:00:00
817,1001436,1004355,35.4,22.66,33.98,42.48,62.3,101.95,Wednesday,Sunday,18:00:00,23:59:59
817,1001436,1004355,35.4,19.82,29.74,37.17,54.52,89.21,Saturday,Sunday,00:00:00,23:59:59
818,1001436,1001444,36.1,23.1,34.66,43.32,63.54,103.97,Monday,Friday,00:00:00,10:00:00
818,1001436,1001444,36.1,34.66,51.98,64.98,95.3,155.95,Thuesday,Saturday,10:00:00,18:00:00
818,1001436,1001444,36.1,23.1,34.66,43.32,63.54,103.97,Wednesday,Sunday,18:00:00,23:59:59
818,1001436,1001444,36.1,20.22,30.32,37.91,55.59,90.97,Saturday,Sunday,00:00:00,23:59:59
819,1001436,1001446,42.7,27.33,40.99,51.24,75.15,122.98,Monday,Friday,00:00:00,10:00:00
819,1001436,1001446,42.7,40.99,61.49,76.86,112.73,184.46,Thuesday,Saturday,10:00:00,18:00:00
819,1001436,1001446,42.7,27.33,40.99,51.24,75.15,122.98,Wednesday,Sunday,18:00:00,23:59:59
819,1001436,1001446,42.7,23.91,35.87,44.84,65.76,107.6,Saturday,Sunday,00:00:00,23:59:59
820,1001436,1001448,52.300000000000004,33.47,50.21,62.76,92.05,150.62,Monday,Friday,00:00:00,10:00:00
820,1001436,1001448,52.300000000000004,50.21,75.31,94.14,138.07,225.94,Thuesday,Saturday,10:00:00,18:00:00
820,1001436,1001448,52.300000000000004,33.47,50.21,62.76,92.05,150.62,Wednesday,Sunday,18:00:00,23:59:59
820,1001436,1001448,52.300000000000004,29.29,43.93,54.91,80.54,131.8,Saturday,Sunday,00:00:00,23:59:59
821,1001436,1001450,68.0,43.52,65.28,81.6,119.68,195.84,Monday,Friday,00:00:00,10:00:00
821,1001436,1001450,68.0,65.28,97.92,122.4,179.52,293.76,Thuesday,Saturday,10:00:00,18:00:00
821,1001436,1001450,68.0,43.52,65.28,81.6,119.68,195.84,Wednesday,Sunday,18:00:00,23:59:59
821,1001436,1001450,68.0,38.08,57.12,71.4,104.72,171.36,Saturday,Sunday,00:00:00,23:59:59
822,1001436,1001452,77.9,49.86,74.78,93.48,137.1,224.35,Monday,Friday,00:00:00,10:00:00
822,1001436,1001452,77.9,74.78,112.18,140.22,205.66,336.53,Thuesday,Saturday,10:00:00,18:00:00
822,1001436,1001452,77.9,49.86,74.78,93.48,137.1,224.35,Wednesday,Sunday,18:00:00,23:59:59
822,1001436,1001452,77.9,43.62,65.44,81.8,119.97,196.31,Saturday,Sunday,00:00:00,23:59:59
823,1001436,1001454,89.2,57.09,85.63,107.04,156.99,256.9,Monday,Friday,00:00:00,10:00:00
823,1001436,1001454,89.2,85.63,128.45,160.56,235.49,385.34,Thuesday,Saturday,10:00:00,18:00:00
823,1001436,1001454,89.2,57.09,85.63,107.04,156.99,256.9,Wednesday,Sunday,18:00:00,23:59:59
823,1001436,1001454,89.2,49.95,74.93,93.66,137.37,224.78,Saturday,Sunday,00:00:00,23:59:59
824,1001436,1001456,102.8,65.79,98.69,123.36,180.93,296.06,Monday,Friday,00:00:00,10:00:00
824,1001436,1001456,102.8,98.69,148.03,185.04,271.39,444.1,Thuesday,Saturday,10:00:00,18:00:00
824,1001436,1001456,102.8,65.79,98.69,123.36,180.93,296.06,Wednesday,Sunday,18:00:00,23:59:59
824,1001436,1001456,102.8,57.57,86.35,107.94,158.31,259.06,Saturday,Sunday,00:00:00,23:59:59
825,1001436,1001458,111.7,71.49,107.23,134.04,196.59,321.7,Monday,Friday,00:00:00,10:00:00
825,1001436,1001458,111.7,107.23,160.85,201.06,294.89,482.54,Thuesday,Saturday,10:00:00,18:00:00
825,1001436,1001458,111.7,71.49,107.23,134.04,196.59,321.7,Wednesday,Sunday,18:00:00,23:59:59
825,1001436,1001458,111.7,62.55,93.83,117.28,172.02,281.48,Saturday,Sunday,00:00:00,23:59:59
826,1001436,1001460,116.8,74.75,112.13,140.16,205.57,336.38,Monday,Friday,00:00:00,10:00:00
826,1001436,1001460,116.8,112.13,168.19,210.24,308.35,504.58,Thuesday,Saturday,10:00:00,18:00:00
826,1001436,1001460,116.8,74.75,112.13,140.16,205.57,336.38,Wednesday,Sunday,18:00:00,23:59:59
826,1001436,1001460,116.8,65.41,98.11,122.64,179.87,294.34,Saturday,Sunday,00:00:00,23:59:59
827,1001436,1001460,116.8,74.75,112.13,140.16,205.57,336.38,Monday,Friday,00:00:00,10:00:00
827,1001436,1001460,116.8,112.13,168.19,210.24,308.35,504.58,Thuesday,Saturday,10:00:00,18:00:00
827,1001436,1001460,116.8,74.75,112.13,140.16,205.57,336.38,Wednesday,Sunday,18:00:00,23:59:59
827,1001436,1001460,116.8,65.41,98.11,122.64,179.87,294.34,Saturday,Sunday,00:00:00,23:59:59
828,1001436,1001461,129.6,82.94,124.42,155.52,228.1,373.25,Monday,Friday,00:00:00,10:00:00
828,1001436,1001461,129.6,124.42,186.62,233.28,342.14,559.87,Thuesday,Saturday,10:00:00,18:00:00
828,1001436,1001461,129.6,82.94,124.42,155.52,228.1,373.25,Wednesday,Sunday,18:00:00,23:59:59
828,1001436,1001461,129.6,72.58,108.86,136.08,199.58,326.59,Saturday,Sunday,00:00:00,23:59:59
829,1001436,1001462,134.7,86.21,129.31,161.64,237.07,387.94,Monday,Friday,00:00:00,10:00:00
829,1001436,1001462,134.7,129.31,193.97,242.46,355.61,581.9,Thuesday,Saturday,10:00:00,18:00:00
829,1001436,1001462,134.7,86.21,129.31,161.64,237.07,387.94,Wednesday,Sunday,18:00:00,23:59:59
829,1001436,1001462,134.7,75.43,113.15,141.43,207.44,339.44,Saturday,Sunday,00:00:00,23:59:59
830,1001436,1001464,161.39999999999998,103.3,154.94,193.68,284.06,464.83,Monday,Friday,00:00:00,10:00:00
830,1001436,1001464,161.39999999999998,154.94,232.42,290.52,426.1,697.25,Thuesday,Saturday,10:00:00,18:00:00
830,1001436,1001464,161.39999999999998,103.3,154.94,193.68,284.06,464.83,Wednesday,Sunday,18:00:00,23:59:59
830,1001436,1001464,161.39999999999998,90.38,135.58,169.47,248.56,406.73,Saturday,Sunday,00:00:00,23:59:59
831,1001436,1001466,169.89999999999998,108.74,163.1,203.88,299.02,489.31,Monday,Friday,00:00:00,10:00:00
831,1001436,1001466,169.89999999999998,163.1,244.66,305.82,448.54,733.97,Thuesday,Saturday,10:00:00,18:00:00
831,1001436,1001466,169.89999999999998,108.74,163.1,203.88,299.02,489.31,Wednesday,Sunday,18:00:00,23:59:59
831,1001436,1001466,169.89999999999998,95.14,142.72,178.39,261.65,428.15,Saturday,Sunday,00:00:00,23:59:59
832,1001436,1001468,180.59999999999997,115.58,173.38,216.72,317.86,520.13,Monday,Friday,00:00:00,10:00:00
832,1001436,1001468,180.59999999999997,173.38,260.06,325.08,476.78,780.19,Thuesday,Saturday,10:00:00,18:00:00
832,1001436,1001468,180.59999999999997,115.58,173.38,216.72,317.86,520.13,Wednesday,Sunday,18:00:00,23:59:59
832,1001436,1001468,180.59999999999997,101.14,151.7,189.63,278.12,455.11,Saturday,Sunday,00:00:00,23:59:59
833,1001436,1001470,191.19999999999996,122.37,183.55,229.44,336.51,550.66,Monday,Friday,00:00:00,10:00:00
833,1001436,1001470,191.19999999999996,183.55,275.33,344.16,504.77,825.98,Thuesday,Saturday,10:00:00,18:00:00
833,1001436,1001470,191.19999999999996,122.37,183.55,229.44,336.51,550.66,Wednesday,Sunday,18:00:00,23:59:59
833,1001436,1001470,191.19999999999996,107.07,160.61,200.76,294.45,481.82,Saturday,Sunday,00:00:00,23:59:59
834,1001436,1001437,5.0,3.2,4.8,6.0,8.8,14.4,Monday,Friday,00:00:00,10:00:00
834,1001436,1001437,5.0,4.8,7.2,9.0,13.2,21.6,Thuesday,Saturday,10:00:00,18:00:00
834,1001436,1001437,5.0,3.2,4.8,6.0,8.8,14.4,Wednesday,Sunday,18:00:00,23:59:59
834,1001436,1001437,5.0,2.8,4.2,5.25,7.7,12.6,Saturday,Sunday,00:00:00,23:59:59
835,1001436,1001400,237.1,151.74,227.62,284.52,417.3,682.85,Monday,Friday,00:00:00,10:00:00
835,1001436,1001400,237.1,227.62,341.42,426.78,625.94,1024.27,Thuesday,Saturday,10:00:00,18:00:00
835,1001436,1001400,237.1,151.74,227.62,284.52,417.3,682.85,Wednesday,Sunday,18:00:00,23:59:59
835,1001436,1001400,237.1,132.78,199.16,248.95,365.13,597.49,Saturday,Sunday,00:00:00,23:59:59
836,1001436,1001402,227.4,145.54,218.3,272.88,400.22,654.91,Monday,Friday,00:00:00,10:00:00
836,1001436,1001402,227.4,218.3,327.46,409.32,600.34,982.37,Thuesday,Saturday,10:00:00,18:00:00
836,1001436,1001402,227.4,145.54,218.3,272.88,400.22,654.91,Wednesday,Sunday,18:00:00,23:59:59
836,1001436,1001402,227.4,127.34,191.02,238.77,350.2,573.05,Saturday,Sunday,00:00:00,23:59:59
837,1001436,1001404,207.20000000000002,132.61,198.91,248.64,364.67,596.74,Monday,Friday,00:00:00,10:00:00
837,1001436,1001404,207.20000000000002,198.91,298.37,372.96,547.01,895.1,Thuesday,Saturday,10:00:00,18:00:00
837,1001436,1001404,207.20000000000002,132.61,198.91,248.64,364.67,596.74,Wednesday,Sunday,18:00:00,23:59:59
837,1001436,1001404,207.20000000000002,116.03,174.05,217.56,319.09,522.14,Saturday,Sunday,00:00:00,23:59:59
838,1001436,1001406,191.20000000000002,122.37,183.55,229.44,336.51,550.66,Monday,Friday,00:00:00,10:00:00
838,1001436,1001406,191.20000000000002,183.55,275.33,344.16,504.77,825.98,Thuesday,Saturday,10:00:00,18:00:00
838,1001436,1001406,191.20000000000002,122.37,183.55,229.44,336.51,550.66,Wednesday,Sunday,18:00:00,23:59:59
838,1001436,1001406,191.20000000000002,107.07,160.61,200.76,294.45,481.82,Saturday,Sunday,00:00:00,23:59:59
839,1001436,1001408,169.5,108.48,162.72,203.4,298.32,488.16,Monday,Friday,00:00:00,10:00:00
839,1001436,1001408,169.5,162.72,244.08,305.1,447.48,732.24,Thuesday,Saturday,10:00:00,18:00:00
839,1001436,1001408,169.5,108.48,162.72,203.4,298.32,488.16,Wednesday,Sunday,18:00:00,23:59:59
839,1001436,1001408,169.5,94.92,142.38,177.97,261.03,427.14,Saturday,Sunday,00:00:00,23:59:59
840,1001436,1001410,158.4,101.38,152.06,190.08,278.78,456.19,Monday,Friday,00:00:00,10:00:00
840,1001436,1001410,158.4,152.06,228.1,285.12,418.18,684.29,Thuesday,Saturday,10:00:00,18:00:00
840,1001436,1001410,158.4,101.38,152.06,190.08,278.78,456.19,Wednesday,Sunday,18:00:00,23:59:59
840,1001436,1001410,158.4,88.7,133.06,166.32,243.94,399.17,Saturday,Sunday,00:00:00,23:59:59
841,1001436,1001412,142.79999999999998,91.39,137.09,171.36,251.33,411.26,Monday,Friday,00:00:00,10:00:00
841,1001436,1001412,142.79999999999998,137.09,205.63,257.04,376.99,616.9,Thuesday,Saturday,10:00:00,18:00:00
841,1001436,1001412,142.79999999999998,91.39,137.09,171.36,251.33,411.26,Wednesday,Sunday,18:00:00,23:59:59
841,1001436,1001412,142.79999999999998,79.97,119.95,149.94,219.91,359.86,Saturday,Sunday,00:00:00,23:59:59
842,1001436,1001414,124.6,79.74,119.62,149.52,219.3,358.85,Monday,Friday,00:00:00,10:00:00
842,1001436,1001414,124.6,119.62,179.42,224.28,328.94,538.27,Thuesday,Saturday,10:00:00,18:00:00
842,1001436,1001414,124.6,79.74,119.62,149.52,219.3,358.85,Wednesday,Sunday,18:00:00,23:59:59
842,1001436,1001414,124.6,69.78,104.66,130.83,191.88,313.99,Saturday,Sunday,00:00:00,23:59:59
843,1001436,1001416,111.39999999999999,71.3,106.94,133.68,196.06,320.83,Monday,Friday,00:00:00,10:00:00
843,1001436,1001416,111.39999999999999,106.94,160.42,200.52,294.1,481.25,Thuesday,Saturday,10:00:00,18:00:00
843,1001436,1001416,111.39999999999999,71.3,106.94,133.68,196.06,320.83,Wednesday,Sunday,18:00:00,23:59:59
843,1001436,1001416,111.39999999999999,62.38,93.58,116.97,171.56,280.73,Saturday,Sunday,00:00:00,23:59:59
844,1001436,1001418,97.8,62.59,93.89,117.36,172.13,281.66,Monday,Friday,00:00:00,10:00:00
844,1001436,1001418,97.8,93.89,140.83,176.04,258.19,422.5,Thuesday,Saturday,10:00:00,18:00:00
844,1001436,1001418,97.8,62.59,93.89,117.36,172.13,281.66,Wednesday,Sunday,18:00:00,23:59:59
844,1001436,1001418,97.8,54.77,82.15,102.69,150.61,246.46,Saturday,Sunday,00:00:00,23:59:59
845,1001436,1001420,84.9,54.34,81.5,101.88,149.42,244.51,Monday,Friday,00:00:00,10:00:00
845,1001436,1001420,84.9,81.5,122.26,152.82,224.14,366.77,Thuesday,Saturday,10:00:00,18:00:00
845,1001436,1001420,84.9,54.34,81.5,101.88,149.42,244.51,Wednesday,Sunday,18:00:00,23:59:59
845,1001436,1001420,84.9,47.54,71.32,89.14,130.75,213.95,Saturday,Sunday,00:00:00,23:59:59
846,1001436,1001422,75.3,48.19,72.29,90.36,132.53,216.86,Monday,Friday,00:00:00,10:00:00
846,1001436,1001422,75.3,72.29,108.43,135.54,198.79,325.3,Thuesday,Saturday,10:00:00,18:00:00
846,1001436,1001422,75.3,48.19,72.29,90.36,132.53,216.86,Wednesday,Sunday,18:00:00,23:59:59
846,1001436,1001422,75.3,42.17,63.25,79.06,115.96,189.76,Saturday,Sunday,00:00:00,23:59:59
847,1001436,1001424,63.900000000000006,40.9,61.34,76.68,112.46,184.03,Monday,Friday,00:00:00,10:00:00
847,1001436,1001424,63.900000000000006,61.34,92.02,115.02,168.7,276.05,Thuesday,Saturday,10:00:00,18:00:00
847,1001436,1001424,63.900000000000006,40.9,61.34,76.68,112.46,184.03,Wednesday,Sunday,18:00:00,23:59:59
847,1001436,1001424,63.900000000000006,35.78,53.68,67.09,98.41,161.03,Saturday,Sunday,00:00:00,23:59:59
848,1001436,1001426,45.3,28.99,43.49,54.36,79.73,130.46,Monday,Friday,00:00:00,10:00:00
848,1001436,1001426,45.3,43.49,65.23,81.54,119.59,195.7,Thuesday,Saturday,10:00:00,18:00:00
848,1001436,1001426,45.3,28.99,43.49,54.36,79.73,130.46,Wednesday,Sunday,18:00:00,23:59:59
848,1001436,1001426,45.3,25.37,38.05,47.56,69.76,114.16,Saturday,Sunday,00:00:00,23:59:59
849,1001436,1001428,29.5,18.88,28.32,35.4,51.92,84.96,Monday,Friday,00:00:00,10:00:00
849,1001436,1001428,29.5,28.32,42.48,53.1,77.88,127.44,Thuesday,Saturday,10:00:00,18:00:00
849,1001436,1001428,29.5,18.88,28.32,35.4,51.92,84.96,Wednesday,Sunday,18:00:00,23:59:59
849,1001436,1001428,29.5,16.52,24.78,30.97,45.43,74.34,Saturday,Sunday,00:00:00,23:59:59
850,1001436,1001430,20.9,13.38,20.06,25.08,36.78,60.19,Monday,Friday,00:00:00,10:00:00
850,1001436,1001430,20.9,20.06,30.1,37.62,55.18,90.29,Thuesday,Saturday,10:00:00,18:00:00
850,1001436,1001430,20.9,13.38,20.06,25.08,36.78,60.19,Wednesday,Sunday,18:00:00,23:59:59
850,1001436,1001430,20.9,11.7,17.56,21.94,32.19,52.67,Saturday,Sunday,00:00:00,23:59:59
851,1001436,1001432,11.9,7.62,11.42,14.28,20.94,34.27,Monday,Friday,00:00:00,10:00:00
851,1001436,1001432,11.9,11.42,17.14,21.42,31.42,51.41,Thuesday,Saturday,10:00:00,18:00:00
851,1001436,1001432,11.9,7.62,11.42,14.28,20.94,34.27,Wednesday,Sunday,18:00:00,23:59:59
851,1001436,1001432,11.9,6.66,10.0,12.5,18.33,29.99,Saturday,Sunday,00:00:00,23:59:59
852,1001436,1001434,4.0,2.56,3.84,4.8,7.04,11.52,Monday,Friday,00:00:00,10:00:00
852,1001436,1001434,4.0,3.84,5.76,7.2,10.56,17.28,Thuesday,Saturday,10:00:00,18:00:00
852,1001436,1001434,4.0,2.56,3.84,4.8,7.04,11.52,Wednesday,Sunday,18:00:00,23:59:59
852,1001436,1001434,4.0,2.24,3.36,4.2,6.16,10.08,Saturday,Sunday,00:00:00,23:59:59
853,1001436,1001438,9.0,5.76,8.64,10.8,15.84,25.92,Monday,Friday,00:00:00,10:00:00
853,1001436,1001438,9.0,8.64,12.96,16.2,23.76,38.88,Thuesday,Saturday,10:00:00,18:00:00
853,1001436,1001438,9.0,5.76,8.64,10.8,15.84,25.92,Wednesday,Sunday,18:00:00,23:59:59
853,1001436,1001438,9.0,5.04,7.56,9.45,13.86,22.68,Saturday,Sunday,00:00:00,23:59:59
854,1001436,1001438,9.0,5.76,8.64,10.8,15.84,25.92,Monday,Friday,00:00:00,10:00:00
854,1001436,1001438,9.0,8.64,12.96,16.2,23.76,38.88,Thuesday,Saturday,10:00:00,18:00:00
854,1001436,1001438,9.0,5.76,8.64,10.8,15.84,25.92,Wednesday,Sunday,18:00:00,23:59:59
854,1001436,1001438,9.0,5.04,7.56,9.45,13.86,22.68,Saturday,Sunday,00:00:00,23:59:59
855,1001436,1001440,19.0,12.16,18.24,22.8,33.44,54.72,Monday,Friday,00:00:00,10:00:00
855,1001436,1001440,19.0,18.24,27.36,34.2,50.16,82.08,Thuesday,Saturday,10:00:00,18:00:00
855,1001436,1001440,19.0,12.16,18.24,22.8,33.44,54.72,Wednesday,Sunday,18:00:00,23:59:59
855,1001436,1001440,19.0,10.64,15.96,19.95,29.26,47.88,Saturday,Sunday,00:00:00,23:59:59
856,1001436,1001442,22.9,14.66,21.98,27.48,40.3,65.95,Monday,Friday,00:00:00,10:00:00
856,1001436,1001442,22.9,21.98,32.98,41.22,60.46,98.93,Thuesday,Saturday,10:00:00,18:00:00
856,1001436,1001442,22.9,14.66,21.98,27.48,40.3,65.95,Wednesday,Sunday,18:00:00,23:59:59
856,1001436,1001442,22.9,12.82,19.24,24.04,35.27,57.71,Saturday,Sunday,00:00:00,23:59:59
857,1001436,1001488,27.4,17.54,26.3,32.88,48.22,78.91,Monday,Friday,00:00:00,10:00:00
857,1001436,1001488,27.4,26.3,39.46,49.32,72.34,118.37,Thuesday,Saturday,10:00:00,18:00:00
857,1001436,1001488,27.4,17.54,26.3,32.88,48.22,78.91,Wednesday,Sunday,18:00:00,23:59:59
857,1001436,1001488,27.4,15.34,23.02,28.77,42.2,69.05,Saturday,Sunday,00:00:00,23:59:59
858,1001436,1004356,31.4,20.1,30.14,37.68,55.26,90.43,Monday,Friday,00:00:00,10:00:00
858,1001436,1004356,31.4,30.14,45.22,56.52,82.9,135.65,Thuesday,Saturday,10:00:00,18:00:00
858,1001436,1004356,31.4,20.1,30.14,37.68,55.26,90.43,Wednesday,Sunday,18:00:00,23:59:59
858,1001436,1004356,31.4,17.58,26.38,32.97,48.36,79.13,Saturday,Sunday,00:00:00,23:59:59
859,1001436,1004354,33.4,21.38,32.06,40.08,58.78,96.19,Monday,Friday,00:00:00,10:00:00
859,1001436,1004354,33.4,32.06,48.1,60.12,88.18,144.29,Thuesday,Saturday,10:00:00,18:00:00
859,1001436,1004354,33.4,21.38,32.06,40.08,58.78,96.19,Wednesday,Sunday,18:00:00,23:59:59
859,1001436,1004354,33.4,18.7,28.06,35.07,51.44,84.17,Saturday,Sunday,00:00:00,23:59:59
860,1001436,1004355,35.4,22.66,33.98,42.48,62.3,101.95,Monday,Friday,00:00:00,10:00:00
860,1001436,1004355,35.4,33.98,50.98,63.72,93.46,152.93,Thuesday,Saturday,10:00:00,18:00:00
860,1001436,1004355,35.4,22.66,33.98,42.48,62.3,101.95,Wednesday,Sunday,18:00:00,23:59:59
860,1001436,1004355,35.4,19.82,29.74,37.17,54.52,89.21,Saturday,Sunday,00:00:00,23:59:59
861,1001436,1001444,36.1,23.1,34.66,43.32,63.54,103.97,Monday,Friday,00:00:00,10:00:00
861,1001436,1001444,36.1,34.66,51.98,64.98,95.3,155.95,Thuesday,Saturday,10:00:00,18:00:00
861,1001436,1001444,36.1,23.1,34.66,43.32,63.54,103.97,Wednesday,Sunday,18:00:00,23:59:59
861,1001436,1001444,36.1,20.22,30.32,37.91,55.59,90.97,Saturday,Sunday,00:00:00,23:59:59
862,1001436,1001446,42.7,27.33,40.99,51.24,75.15,122.98,Monday,Friday,00:00:00,10:00:00
862,1001436,1001446,42.7,40.99,61.49,76.86,112.73,184.46,Thuesday,Saturday,10:00:00,18:00:00
862,1001436,1001446,42.7,27.33,40.99,51.24,75.15,122.98,Wednesday,Sunday,18:00:00,23:59:59
862,1001436,1001446,42.7,23.91,35.87,44.84,65.76,107.6,Saturday,Sunday,00:00:00,23:59:59
863,1001436,1001448,52.300000000000004,33.47,50.21,62.76,92.05,150.62,Monday,Friday,00:00:00,10:00:00
863,1001436,1001448,52.300000000000004,50.21,75.31,94.14,138.07,225.94,Thuesday,Saturday,10:00:00,18:00:00
863,1001436,1001448,52.300000000000004,33.47,50.21,62.76,92.05,150.62,Wednesday,Sunday,18:00:00,23:59:59
863,1001436,1001448,52.300000000000004,29.29,43.93,54.91,80.54,131.8,Saturday,Sunday,00:00:00,23:59:59
864,1001436,1001450,68.0,43.52,65.28,81.6,119.68,195.84,Monday,Friday,00:00:00,10:00:00
864,1001436,1001450,68.0,65.28,97.92,122.4,179.52,293.76,Thuesday,Saturday,10:00:00,18:00:00
864,1001436,1001450,68.0,43.52,65.28,81.6,119.68,195.84,Wednesday,Sunday,18:00:00,23:59:59
864,1001436,1001450,68.0,38.08,57.12,71.4,104.72,171.36,Saturday,Sunday,00:00:00,23:59:59
865,1001436,1001452,77.9,49.86,74.78,93.48,137.1,224.35,Monday,Friday,00:00:00,10:00:00
865,1001436,1001452,77.9,74.78,112.18,140.22,205.66,336.53,Thuesday,Saturday,10:00:00,18:00:00
865,1001436,1001452,77.9,49.86,74.78,93.48,137.1,224.35,Wednesday,Sunday,18:00:00,23:59:59
865,1001436,1001452,77.9,43.62,65.44,81.8,119.97,196.31,Saturday,Sunday,00:00:00,23:59:59
866,1001436,1001454,89.2,57.09,85.63,107.04,156.99,256.9,Monday,Friday,00:00:00,10:00:00
866,1001436,1001454,89.2,85.63,128.45,160.56,235.49,385.34,Thuesday,Saturday,10:00:00,18:00:00
866,1001436,1001454,89.2,57.09,85.63,107.04,156.99,256.9,Wednesday,Sunday,18:00:00,23:59:59
866,1001436,1001454,89.2,49.95,74.93,93.66,137.37,224.78,Saturday,Sunday,00:00:00,23:59:59
867,1001436,1001456,102.8,65.79,98.69,123.36,180.93,296.06,Monday,Friday,00:00:00,10:00:00
867,1001436,1001456,102.8,98.69,148.03,185.04,271.39,444.1,Thuesday,Saturday,10:00:00,18:00:00
867,1001436,1001456,102.8,65.79,98.69,123.36,180.93,296.06,Wednesday,Sunday,18:00:00,23:59:59
867,1001436,1001456,102.8,57.57,86.35,107.94,158.31,259.06,Saturday,Sunday,00:00:00,23:59:59
868,1001436,1001458,111.7,71.49,107.23,134.04,196.59,321.7,Monday,Friday,00:00:00,10:00:00
868,1001436,1001458,111.7,107.23,160.85,201.06,294.89,482.54,Thuesday,Saturday,10:00:00,18:00:00
868,1001436,1001458,111.7,71.49,107.23,134.04,196.59,321.7,Wednesday,Sunday,18:00:00,23:59:59
868,1001436,1001458,111.7,62.55,93.83,117.28,172.02,281.48,Saturday,Sunday,00:00:00,23:59:59
869,1001436,1001460,116.8,74.75,112.13,140.16,205.57,336.38,Monday,Friday,00:00:00,10:00:00
869,1001436,1001460,116.8,112.13,168.19,210.24,308.35,504.58,Thuesday,Saturday,10:00:00,18:00:00
869,1001436,1001460,116.8,74.75,112.13,140.16,205.57,336.38,Wednesday,Sunday,18:00:00,23:59:59
869,1001436,1001460,116.8,65.41,98.11,122.64,179.87,294.34,Saturday,Sunday,00:00:00,23:59:59
870,1001436,1001460,116.8,74.75,112.13,140.16,205.57,336.38,Monday,Friday,00:00:00,10:00:00
870,1001436,1001460,116.8,112.13,168.19,210.24,308.35,504.58,Thuesday,Saturday,10:00:00,18:00:00
870,1001436,1001460,116.8,74.75,112.13,140.16,205.57,336.38,Wednesday,Sunday,18:00:00,23:59:59
870,1001436,1001460,116.8,65.41,98.11,122.64,179.87,294.34,Saturday,Sunday,00:00:00,23:59:59
871,1001436,1001461,129.6,82.94,124.42,155.52,228.1,373.25,Monday,Friday,00:00:00,10:00:00
871,1001436,1001461,129.6,124.42,186.62,233.28,342.14,559.87,Thuesday,Saturday,10:00:00,18:00:00
871,1001436,1001461,129.6,82.94,124.42,155.52,228.1,373.25,Wednesday,Sunday,18:00:00,23:59:59
871,1001436,1001461,129.6,72.58,108.86,136.08,199.58,326.59,Saturday,Sunday,00:00:00,23:59:59
872,1001436,1001462,134.7,86.21,129.31,161.64,237.07,387.94,Monday,Friday,00:00:00,10:00:00
872,1001436,1001462,134.7,129.31,193.97,242.46,355.61,581.9,Thuesday,Saturday,10:00:00,18:00:00
872,1001436,1001462,134.7,86.21,129.31,161.64,237.07,387.94,Wednesday,Sunday,18:00:00,23:59:59
872,1001436,1001462,134.7,75.43,113.15,141.43,207.44,339.44,Saturday,Sunday,00:00:00,23:59:59
873,1001436,1001464,161.39999999999998,103.3,154.94,193.68,284.06,464.83,Monday,Friday,00:00:00,10:00:00
873,1001436,1001464,161.39999999999998,154.94,232.42,290.52,426.1,697.25,Thuesday,Saturday,10:00:00,18:00:00
873,1001436,1001464,161.39999999999998,103.3,154.94,193.68,284.06,464.83,Wednesday,Sunday,18:00:00,23:59:59
873,1001436,1001464,161.39999999999998,90.38,135.58,169.47,248.56,406.73,Saturday,Sunday,00:00:00,23:59:59
874,1001436,1001466,169.89999999999998,108.74,163.1,203.88,299.02,489.31,Monday,Friday,00:00:00,10:00:00
874,1001436,1001466,169.89999999999998,163.1,244.66,305.82,448.54,733.97,Thuesday,Saturday,10:00:00,18:00:00
874,1001436,1001466,169.89999999999998,108.74,163.1,203.88,299.02,489.31,Wednesday,Sunday,18:00:00,23:59:59
874,1001436,1001466,169.89999999999998,95.14,142.72,178.39,261.65,428.15,Saturday,Sunday,00:00:00,23:59:59
875,1001436,1001468,180.59999999999997,115.58,173.38,216.72,317.86,520.13,Monday,Friday,00:00:00,10:00:00
